uniprot_ID	reviewed	uniprot_name	protein	gene_name_long	organism	refseq	length	locus_tag	pathway	go_ids	go_bp	localization
P15400	reviewed	SACX_BACSU	Probable PTS system sucrose-specific EIIBC component (Negative regulator of SacY activity) [Includes: Phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system EIIB component); Permease IIC component (PTS system EIIC component)]	sacX sacS BSU38410 ipa-14r	Bacillus subtilis 168	NP_391720.1; NC_000964.3.;WP_003243800.1; NZ_JNCM01000034.1.;	459	BSU38410	NA	GO:0005886; GO:0008982; GO:0009401; GO:0015771; GO:0016301; GO:0016310; GO:0090589	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; phosphorylation [GO:0016310]; trehalose transport [GO:0015771]	inner membrane
P16440	reviewed	RISA_BACSU	Riboflavin synthase (RS) (EC 2.5.1.9) (Heavy riboflavin synthase alpha subunit) (HRS alpha subunit) (Light riboflavin synthase)	ribE ribB BSU23270	Bacillus subtilis 168	NP_390208.1; NC_000964.3.;WP_004398505.1; NZ_JNCM01000036.1.;	215	BSU23270	PATHWAY: Cofactor biosynthesis; riboflavin biosynthesis; riboflavin from 2-hydroxy-3-oxobutyl phosphate and 5-amino-6-(D-ribitylamino)uracil: step 2/2.	GO:0004746; GO:0009231	riboflavin biosynthetic process [GO:0009231]	unknown
P16497	reviewed	KINA_BACSU	Sporulation kinase A (EC 2.7.13.3) (Stage II sporulation protein F) (Stage II sporulation protein J)	kinA gsiC scoD spoIIF spoIIJ BSU13990	Bacillus subtilis 168	NP_389282.1; NC_000964.3.;WP_003245779.1; NZ_JNCM01000035.1.;	606	BSU13990	NA	GO:0000155; GO:0005524; GO:0006355; GO:0030435; GO:0042802	regulation of DNA-templated transcription [GO:0006355]; sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
P17620	reviewed	RIBBA_BACSU	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]	ribBA ribA BSU23260	Bacillus subtilis 168	NP_390207.1; NC_000964.3.;WP_004398484.1; NZ_JNCM01000036.1.;	398	BSU23260	PATHWAY: Cofactor biosynthesis; riboflavin biosynthesis; 2-hydroxy-3-oxobutyl phosphate from D-ribulose 5-phosphate: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01283}.; PATHWAY: Cofactor biosynthesis; riboflavin biosynthesis; 5-amino-6-(D-ribitylamino)uracil from GTP: step 1/4. {ECO:0000255|HAMAP-Rule:MF_01283}.	GO:0000287; GO:0003935; GO:0005525; GO:0005829; GO:0008270; GO:0008686; GO:0009231; GO:0030145	riboflavin biosynthetic process [GO:0009231]	unknown
P17820	reviewed	DNAK_BACSU	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK BSU25470	Bacillus subtilis 168	NP_390425.1; NC_000964.3.;WP_004398786.1; NZ_JNCM01000036.1.;	611	BSU25470	NA	GO:0005524; GO:0005829; GO:0016887; GO:0031072; GO:0042026; GO:0044183; GO:0051082; GO:0051085; GO:0140662	chaperone cofactor-dependent protein refolding [GO:0051085]; protein refolding [GO:0042026]	cytoplasm
P17894	reviewed	RECN_BACSU	DNA repair protein RecN (Recombination protein N)	recN BSU24240	Bacillus subtilis 168	NP_390304.2; NC_000964.3.;WP_003230267.1; NZ_JNCM01000036.1.;	576	BSU24240	NA	GO:0005524; GO:0005737; GO:0006302; GO:0006310; GO:0009314; GO:0009432; GO:0016887; GO:0043590	DNA recombination [GO:0006310]; double-strand break repair [GO:0006302]; response to radiation [GO:0009314]; SOS response [GO:0009432]	cytoplasm
P17903	reviewed	RSBV_BACSU	Anti-sigma-B factor antagonist (Anti-anti-sigma-B factor)	rsbV BSU04710	Bacillus subtilis 168	NP_388352.1; NC_000964.3.;WP_003234298.1; NZ_JNCM01000031.1.;	109	BSU04710	NA	GO:0043856	NA	unknown
P18157	reviewed	GLPK_BACSU	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK BSU09290	Bacillus subtilis 168	NP_388810.2; NC_000964.3.;WP_003233384.1; NZ_JNCM01000035.1.;	496	BSU09290	PATHWAY: Polyol metabolism; glycerol degradation via glycerol kinase pathway; sn-glycerol 3-phosphate from glycerol: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00186}.	GO:0004370; GO:0005524; GO:0005829; GO:0006071; GO:0006641; GO:0016310; GO:0019563; GO:0046167	glycerol catabolic process [GO:0019563]; glycerol metabolic process [GO:0006071]; glycerol-3-phosphate biosynthetic process [GO:0046167]; phosphorylation [GO:0016310]; triglyceride metabolic process [GO:0006641]	unknown
P18159	reviewed	PGCA_BACSU	Phosphoglucomutase (PGM) (EC 5.4.2.2) (Alpha-phosphoglucomutase) (Glucose phosphomutase)	pgcA gtaC gtaE yhxB BSU09310	Bacillus subtilis 168	NP_388812.2; NC_000964.3.;WP_003244986.1; NZ_JNCM01000035.1.;	581	BSU09310	PATHWAY: Glycolipid metabolism; diglucosyl-diacylglycerol biosynthesis. {ECO:0000269|PubMed:15640167}.	GO:0000287; GO:0004614; GO:0006006; GO:0006166; GO:0008973; GO:0009246	enterobacterial common antigen biosynthetic process [GO:0009246]; glucose metabolic process [GO:0006006]; purine ribonucleoside salvage [GO:0006166]	unknown
P18185	reviewed	CARY_BACSU	Carbamoyl phosphate synthase arginine-specific large chain (EC 6.3.4.16) (EC 6.3.5.5) (Carbamoyl phosphate synthetase ammonia chain)	carB cpaB BSU11240	Bacillus subtilis 168	NP_389006.3; NC_000964.3.;WP_003232982.1; NZ_JNCM01000035.1.;	1030	BSU11240	PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; carbamoyl phosphate from bicarbonate: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01210}.	GO:0004070; GO:0004087; GO:0004088; GO:0004151; GO:0005524; GO:0005737; GO:0005829; GO:0006207; GO:0006228; GO:0006526; GO:0006541; GO:0019240; GO:0046872	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; arginine biosynthetic process [GO:0006526]; citrulline biosynthetic process [GO:0019240]; glutamine metabolic process [GO:0006541]; UTP biosynthetic process [GO:0006228]	unknown
P18579	reviewed	MURB_BACSU	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	murB ylxC BSU15230	Bacillus subtilis 168	NP_389406.1; NC_000964.3.;WP_003232182.1; NZ_JNCM01000035.1.;	303	BSU15230	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis.	GO:0005829; GO:0007049; GO:0008360; GO:0008762; GO:0009252; GO:0050660; GO:0051301; GO:0071555; GO:0071949	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm
P19219	reviewed	ADAA_BACSU	Bifunctional transcriptional activator/DNA repair enzyme AdaA (Methylphosphotriester-DNA methyltransferase) (Methylphosphotriester-DNA--protein-cysteine S-methyltransferase) (EC 2.1.1.n11)	adaA BSU01810	Bacillus subtilis 168	NP_388062.1; NC_000964.3.;WP_003234924.1; NZ_JNCM01000030.1.;	211	BSU01810	NA	GO:0003700; GO:0006281; GO:0008168; GO:0008270; GO:0032259; GO:0043565	DNA repair [GO:0006281]; methylation [GO:0032259]	unknown
P19220	reviewed	ADAB_BACSU	Methylated-DNA--protein-cysteine methyltransferase, inducible (EC 2.1.1.63) (O-6-methylguanine-DNA alkyltransferase) (O6-methylguanine-DNA methyltransferase) (MGMT)	adaB BSU01820	Bacillus subtilis 168	NP_388063.1; NC_000964.3.;WP_003246311.1; NZ_JNCM01000030.1.;	179	BSU01820	NA	GO:0003908; GO:0006281; GO:0006304; GO:0032259	DNA modification [GO:0006304]; DNA repair [GO:0006281]; methylation [GO:0032259]	unknown
P19405	reviewed	PPB3_BACSU	Alkaline phosphatase 3 (EC 3.1.3.1) (Alkaline phosphatase III) (APase III)	phoB phoAIII BSU05740	Bacillus subtilis 168	NP_388455.2; NC_000964.3.;WP_003234119.1; NZ_JNCM01000031.1.;	462	BSU05740	NA	GO:0004035; GO:0016311; GO:0042597; GO:0046872	dephosphorylation [GO:0016311]	unknown
P19406	reviewed	PPB4_BACSU	Alkaline phosphatase 4 (EC 3.1.3.1) (Alkaline phosphatase IV) (APase IV)	phoA phoAIV BSU09410	Bacillus subtilis 168	NP_388822.2; NC_000964.3.;WP_010886458.1; NZ_JNCM01000035.1.;	461	BSU09410	NA	GO:0004035; GO:0016311; GO:0042597; GO:0046872	dephosphorylation [GO:0016311]	unknown
P19582	reviewed	DHOM_BACSU	Homoserine dehydrogenase (HDH) (EC 1.1.1.3)	hom tdm BSU32260	Bacillus subtilis 168	NP_391106.1; NC_000964.3.;WP_003228694.1; NZ_JNCM01000033.1.;	433	BSU32260	PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; L-homoserine from L-aspartate: step 3/3. {ECO:0000269|PubMed:3139660}.; PATHWAY: Amino-acid biosynthesis; L-threonine biosynthesis; L-threonine from L-aspartate: step 3/5. {ECO:0000269|PubMed:3139660}.	GO:0004412; GO:0009086; GO:0009088; GO:0009097; GO:0050661	isoleucine biosynthetic process [GO:0009097]; methionine biosynthetic process [GO:0009086]; threonine biosynthetic process [GO:0009088]	cytoplasm
P19638	reviewed	UDPK_BACSU	Undecaprenol kinase (UdpK) (EC 2.7.1.66)	dgkA dgk yqxF BSU25310	Bacillus subtilis 168	NP_390409.2; NC_000964.3.;WP_004398824.1; NZ_JNCM01000036.1.;	123	BSU25310	NA	GO:0005524; GO:0005886; GO:0008654; GO:0016310; GO:0030435; GO:0036433	phospholipid biosynthetic process [GO:0008654]; phosphorylation [GO:0016310]; sporulation resulting in formation of a cellular spore [GO:0030435]	inner membrane
P19670	reviewed	MURA2_BACSU	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2 (EC 2.5.1.7) (Enoylpyruvate transferase 2) (UDP-N-acetylglucosamine enolpyruvyl transferase 2) (EPT 2)	murAB murA murZ BSU37100	Bacillus subtilis 168	NP_391591.2; NC_000964.3.;WP_003227628.1; NZ_JNCM01000034.1.;	429	BSU37100	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00111}.	GO:0005737; GO:0007049; GO:0008360; GO:0008760; GO:0009252; GO:0019277; GO:0051301; GO:0071555	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]	cytoplasm
P19940	reviewed	RPSG_BACSU	RNA polymerase sigma-G factor (Stage III sporulation protein G)	sigG spoIIIG BSU15330	Bacillus subtilis 168	NP_389416.1; NC_000964.3.;WP_009967190.1; NZ_JNCM01000035.1.;	260	BSU15330	NA	GO:0003677; GO:0006352; GO:0016987; GO:0030435	DNA-templated transcription initiation [GO:0006352]; sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
P19994	reviewed	MAP11_BACSU	Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M)	map BSU01380	Bacillus subtilis 168	NP_388019.1; NC_000964.3.;WP_003225828.1; NZ_JNCM01000029.1.;	248	BSU01380	NA	GO:0004239; GO:0005829; GO:0006508; GO:0046914; GO:0070006	proteolysis [GO:0006508]	cytoplasm
P20429	reviewed	RPOA_BACSU	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA BSU01430	Bacillus subtilis 168	NP_388024.1; NC_000964.3.;WP_003225835.1; NZ_JNCM01000029.1.;	314	BSU01430	NA	GO:0000428; GO:0003677; GO:0003899; GO:0005737; GO:0006351; GO:0046983	DNA-templated transcription [GO:0006351]	unknown
P20668	reviewed	GLTC_BACSU	Transcriptional dual regulator GltC (HTH-type transcriptional regulator GltC)	gltC BSU18460	Bacillus subtilis 168	NP_389728.2; NC_000964.3.;WP_004399246.1; NZ_JNCM01000036.1.;	300	BSU18460	NA	GO:0003677; GO:0003700; GO:0006355; GO:0006537; GO:0032993	glutamate biosynthetic process [GO:0006537]; regulation of DNA-templated transcription [GO:0006355]	unknown
P21466	reviewed	RS4_BACSU	Small ribosomal subunit protein uS4 (30S ribosomal protein S4) (BS4)	rpsD BSU29660	Bacillus subtilis 168	NP_390844.1; NC_000964.3.;WP_003229304.1; NZ_JNCM01000036.1.;	200	BSU29660	NA	GO:0003735; GO:0006412; GO:0015935; GO:0019843; GO:0042274	ribosomal small subunit biogenesis [GO:0042274]; translation [GO:0006412]	unknown
P21467	reviewed	RS5_BACSU	Small ribosomal subunit protein uS5 (30S ribosomal protein S5) (BS5)	rpsE spcA BSU01330	Bacillus subtilis 168	NP_388014.1; NC_000964.3.;WP_003328273.1; NZ_JNCM01000029.1.;	166	BSU01330	NA	GO:0003735; GO:0006412; GO:0019843; GO:0022627; GO:0046677	response to antibiotic [GO:0046677]; translation [GO:0006412]	unknown
P21879	reviewed	IMDH_BACSU	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205) (Superoxide-inducible protein 12) (SOI12)	guaB gnaB BSU00090	Bacillus subtilis 168	NP_387890.1; NC_000964.3.;WP_003226803.1; NZ_JNCM01000024.1.;	488	BSU00090	PATHWAY: Purine metabolism; XMP biosynthesis via de novo pathway; XMP from IMP: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01964}.	GO:0000166; GO:0003938; GO:0005737; GO:0006177; GO:0006183; GO:0046872	GMP biosynthetic process [GO:0006177]; GTP biosynthetic process [GO:0006183]	unknown
P21880	reviewed	DLDH1_BACSU	Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of pyruvate complex) (S complex, 50 kDa subunit)	pdhD aceD citL BSU14610	Bacillus subtilis 168	NP_389344.1; NC_000964.3.;WP_003232309.1; NZ_JNCM01000035.1.;	470	BSU14610	NA	GO:0004148; GO:0005737; GO:0050660	NA	cytoplasm
P21881	reviewed	ODPA_BACSU	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1) (S complex, 42 kDa subunit) (Vegetative protein 220) (VEG220)	pdhA aceA BSU14580	Bacillus subtilis 168	NP_389341.1; NC_000964.3.;WP_003222294.1; NZ_JNCM01000035.1.;	371	BSU14580	NA	GO:0004739; GO:0006086; GO:0009083	acetyl-CoA biosynthetic process from pyruvate [GO:0006086]; branched-chain amino acid catabolic process [GO:0009083]	unknown
P21882	reviewed	ODPB_BACSU	Pyruvate dehydrogenase E1 component subunit beta (EC 1.2.4.1) (S complex, 36 kDa subunit)	pdhB aceB BSU14590	Bacillus subtilis 168	NP_389342.1; NC_000964.3.;WP_003232313.1; NZ_JNCM01000035.1.;	325	BSU14590	NA	GO:0004739	NA	cytoplasm
P22322	reviewed	GPR_BACSU	Germination protease (EC 3.4.24.78) (GPR endopeptidase) (Germination proteinase) (Spore protease)	gpr BSU25540	Bacillus subtilis 168	NP_390432.1; NC_000964.3.;WP_003229991.1; NZ_JNCM01000036.1.;	368	BSU25540	NA	GO:0004222; GO:0006508; GO:0009847	proteolysis [GO:0006508]; spore germination [GO:0009847]	unknown
P23445	reviewed	FLII_BACSU	Flagellum-specific ATP synthase (EC 7.1.2.2)	fliI BSU16240	Bacillus subtilis 168	NP_389506.2; NC_000964.3.;WP_003244825.1; NZ_JNCM01000035.1.;	438	BSU16240	NA	GO:0005524; GO:0005737; GO:0016887; GO:0030254; GO:0030257; GO:0044780; GO:0045261; GO:0046933; GO:0046961; GO:0071978	bacterial-type flagellum assembly [GO:0044780]; bacterial-type flagellum-dependent swarming motility [GO:0071978]; protein secretion by the type III secretion system [GO:0030254]	cytoplasm
P23545	reviewed	PHOR_BACSU	Alkaline phosphatase synthesis sensor protein PhoR (EC 2.7.13.3)	phoR BSU29100	Bacillus subtilis 168	NP_390788.1; NC_000964.3.;WP_004398493.1; NZ_JNCM01000036.1.;	579	BSU29100	NA	GO:0000155; GO:0004721; GO:0005524; GO:0005886; GO:0006355; GO:0006817; GO:0009927; GO:0016036; GO:0045121	cellular response to phosphate starvation [GO:0016036]; phosphate ion transport [GO:0006817]; regulation of DNA-templated transcription [GO:0006355]	inner membrane
P23914	reviewed	LEVR_BACSU	Transcriptional regulatory protein LevR [Includes: Putative phosphotransferase EIIA component (EC 2.7.1.-) (Putative PTS system EIIA component)]	levR BSU27080	Bacillus subtilis 168	NP_390586.2; NC_000964.3.;WP_003229830.1; NZ_JNCM01000036.1.;	935	BSU27080	NA	GO:0003677; GO:0003723; GO:0005524; GO:0009401; GO:0016020; GO:0016301; GO:0016310; GO:0016887; GO:0045893	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; phosphorylation [GO:0016310]; positive regulation of DNA-templated transcription [GO:0045893]	unknown
P23966	reviewed	MENB_BACSU	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	menB BSU30800	Bacillus subtilis 168	NP_390958.1; NC_000964.3.;WP_003229054.1; NZ_JNCM01000036.1.;	271	BSU30800	PATHWAY: Quinol/quinone metabolism; 1,4-dihydroxy-2-naphthoate biosynthesis; 1,4-dihydroxy-2-naphthoate from chorismate: step 6/7. {ECO:0000255|HAMAP-Rule:MF_01934}.; PATHWAY: Quinol/quinone metabolism; menaquinone biosynthesis. {ECO:0000255|HAMAP-Rule:MF_01934}.	GO:0005829; GO:0008935; GO:0009234; GO:0071890	menaquinone biosynthetic process [GO:0009234]	unknown
P24009	reviewed	COXX2_BACSU	Protoheme IX farnesyltransferase 2 (EC 2.5.1.141) (Heme B farnesyltransferase 2) (Heme O synthase 2)	ctaB2 BSU14880	Bacillus subtilis 168	NP_389371.1; NC_000964.3.;WP_003232250.1; NZ_JNCM01000035.1.;	305	BSU14880	PATHWAY: Porphyrin-containing compound metabolism; heme O biosynthesis; heme O from protoheme: step 1/1.	GO:0005886; GO:0006784; GO:0008495; GO:0048034	heme A biosynthetic process [GO:0006784]; heme O biosynthetic process [GO:0048034]	inner membrane
P24010	reviewed	COX1_BACSU	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Caa-3605 subunit 1) (Cytochrome aa3 subunit 1) (Cytochrome c oxidase polypeptide I) (Oxidase aa(3) subunit 1)	ctaD BSU14900	Bacillus subtilis 168	NP_389373.2; NC_000964.3.;WP_003232245.1; NZ_JNCM01000035.1.;	622	BSU14900	PATHWAY: Energy metabolism; oxidative phosphorylation.	GO:0004129; GO:0005886; GO:0006119; GO:0009060; GO:0015990; GO:0020037; GO:0022904; GO:0046872; GO:0070469	aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]; oxidative phosphorylation [GO:0006119]; respiratory electron transport chain [GO:0022904]	inner membrane
P24072	reviewed	CHEY_BACSU	Chemotaxis protein CheY	cheY cheB BSU16330	Bacillus subtilis 168	NP_389515.1; NC_000964.3.;WP_003244957.1; NZ_JNCM01000035.1.;	120	BSU16330	NA	GO:0000160; GO:0005737; GO:0006935; GO:0046872; GO:0071978	bacterial-type flagellum-dependent swarming motility [GO:0071978]; chemotaxis [GO:0006935]; phosphorelay signal transduction system [GO:0000160]	cytoplasm
P24073	reviewed	FLIY_BACSU	Flagellar motor switch phosphatase FliY (EC 3.-.-.-) (CheY-P phosphatase FliY) (Flagellar motor switch protein FliY)	fliY cheD BSU16320	Bacillus subtilis 168	NP_389514.1; NC_000964.3.;WP_003231962.1; NZ_JNCM01000035.1.;	378	BSU16320	NA	GO:0003774; GO:0004721; GO:0005886; GO:0006935; GO:0009425; GO:0016311; GO:0044780; GO:0071978; GO:1902021	bacterial-type flagellum assembly [GO:0044780]; bacterial-type flagellum-dependent swarming motility [GO:0071978]; chemotaxis [GO:0006935]; dephosphorylation [GO:0016311]; regulation of bacterial-type flagellum-dependent cell motility [GO:1902021]	inner membrane
P24136	reviewed	OPPD_BACSU	Oligopeptide transport ATP-binding protein OppD (EC 7.4.2.6) (Stage 0 sporulation protein KD)	oppD spo0KD BSU11460	Bacillus subtilis 168	NP_389028.1; NC_000964.3.;WP_010886477.1; NZ_CP053102.1.;WP_014906294.1; NZ_JNCM01000035.1.;	358	BSU11460	NA	GO:0005524; GO:0005886; GO:0015031; GO:0015833; GO:0016887; GO:0022857; GO:0030420; GO:0030435; GO:0055085	establishment of competence for transformation [GO:0030420]; peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]; transmembrane transport [GO:0055085]	inner membrane
P24137	reviewed	OPPF_BACSU	Oligopeptide transport ATP-binding protein OppF (EC 7.4.2.6) (Stage 0 sporulation protein KE)	oppF spo0KE BSU11470	Bacillus subtilis 168	NP_389029.1; NC_000964.3.;WP_003245567.1; NZ_JNCM01000035.1.;	305	BSU11470	NA	GO:0005524; GO:0005886; GO:0015031; GO:0015833; GO:0016887; GO:0030420; GO:0030435	establishment of competence for transformation [GO:0030420]; peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]	inner membrane
P24138	reviewed	OPPB_BACSU	Oligopeptide transport system permease protein OppB (Stage 0 sporulation protein KB)	oppB spo0KB BSU11440	Bacillus subtilis 168	NP_389026.1; NC_000964.3.;WP_003245554.1; NZ_JNCM01000035.1.;	311	BSU11440	NA	GO:0005886; GO:0015031; GO:0030420; GO:0030435; GO:0045121; GO:0071916	establishment of competence for transformation [GO:0030420]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]	inner membrane
P24139	reviewed	OPPC_BACSU	Oligopeptide transport system permease protein OppC (Stage 0 sporulation protein KC)	oppC spo0KC BSU11450	Bacillus subtilis 168	NP_389027.1; NC_000964.3.;WP_003232954.1; NZ_JNCM01000035.1.;	305	BSU11450	NA	GO:0005886; GO:0015031; GO:0015833; GO:0030420; GO:0030435; GO:0055085	establishment of competence for transformation [GO:0030420]; peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]; transmembrane transport [GO:0055085]	inner membrane
P24500	reviewed	FLGB_BACSU	Flagellar basal body rod protein FlgB	flgB BSU16180	Bacillus subtilis 168	NP_389500.1; NC_000964.3.;WP_003245656.1; NZ_JNCM01000035.1.;	129	BSU16180	NA	GO:0030694; GO:0044780; GO:0071978	bacterial-type flagellum assembly [GO:0044780]; bacterial-type flagellum-dependent swarming motility [GO:0071978]	flagellum
P25151	reviewed	SYY2_BACSU	Tyrosine--tRNA ligase 2 (EC 6.1.1.1) (Tyrosyl-tRNA synthetase 2) (TyrRS 2)	tyrS2 tyrR tyrS1 tyrT tyrZ BSU38460 ipa-9r	Bacillus subtilis 168	NP_391725.1; NC_000964.3.;WP_010886638.1; NZ_JNCM01000034.1.;	413	BSU38460	NA	GO:0003723; GO:0004831; GO:0005524; GO:0005829; GO:0006437; GO:0043039	tRNA aminoacylation [GO:0043039]; tyrosyl-tRNA aminoacylation [GO:0006437]	cytoplasm
P25503	reviewed	HUTU_BACSU	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	hutU BSU39360 EE57A	Bacillus subtilis 168	NP_391815.1; NC_000964.3.;WP_003243634.1; NZ_JNCM01000034.1.;	552	BSU39360	PATHWAY: Amino-acid degradation; L-histidine degradation into L-glutamate; N-formimidoyl-L-glutamate from L-histidine: step 2/3. {ECO:0000255|HAMAP-Rule:MF_00577, ECO:0000269|PubMed:4990470}.	GO:0005737; GO:0006548; GO:0016153; GO:0019556; GO:0019557	histidine catabolic process [GO:0006548]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	cytoplasm
